Subfamily,Genus,Species,Long,Lat
Hydrophiinae,Hydrophis,Hyd_kin,140.133,-17.366
Hydrophiinae,Hydrophis,Hyd_kin,153.333,-27.416
Hydrophiinae,Hydrophis,Hyd_kin,138.4,-13.6
Hydrophiinae,Hydrophis,Hyd_kin,136.68,-10.25
Hydrophiinae,Hydrophis,Hyd_kin,151.2987931,-33.73623258
Hydrophiinae,Hydrophis,Hyd_kin,148.25,-20.016667
Hydrophiinae,Hydrophis,Hyd_kin,146.333333,-18.55
Hydrophiinae,Hydrophis,Hyd_kin,153.516667,-27.466667
Hydrophiinae,Hydrophis,Hyd_kin,153.366667,-27.133333
Hydrophiinae,Hydrophis,Hyd_kin,152.466667,-24.883333
Hydrophiinae,Hydrophis,Hyd_kin,151.3,-23.75
Hydrophiinae,Hydrophis,Hyd_kin,144.234929,-7.918828
Hydrophiinae,Hydrophis,Hyd_kin,141.8667,-12.6167
Hydrophiinae,Hydrophis,Hyd_kin,136,-12.433
Hydrophiinae,Hydrophis,Hyd_klo,100.5,13.2
Hydrophiinae,Hydrophis,Hyd_klo,122.973611,-12.213889
Hydrophiinae,Hydrophis,Hyd_klo,100.602135,13.533333
Hydrophiinae,Hydrophis,Hyd_klo,101.267611,6.855806
Hydrophiinae,Hydrophis,Hyd_klo,100.608139,7.11075
Hydrophiinae,Hydrophis,Hyd_lap,50.816667,28.283333
Hydrophiinae,Hydrophis,Hyd_lap,54.457195,24.56775
Hydrophiinae,Hydrophis,Hyd_lap,51.488527,25.575958
Hydrophiinae,Hydrophis,Hyd_lap,50.6,26.25
Hydrophiinae,Hydrophis,Hyd_lap,51.037003,26.024914
Hydrophiinae,Hydrophis,Hyd_lap,103.0166667,1.583333333
Hydrophiinae,Hydrophis,Hyd_lap,58.39551111,23.60585
Hydrophiinae,Hydrophis,Hyd_lap,103.016667,1.583333
Hydrophiinae,Hydrophis,Hyd_lap,51.4,27.866667
Hydrophiinae,Hydrophis,Hyd_lap,58.95,25.366667
Hydrophiinae,Hydrophis,Hyd_lap,95.729982,11.287888
Hydrophiinae,Hydrophis,Hyd_lap,50.1167,26.4333
Hydrophiinae,Hydrophis,Hyd_lap,58,25.6
Hydrophiinae,Hydrophis,Hyd_lap,50.06135278,26.75065833
Hydrophiinae,Hydrophis,Hyd_lap,50.208333,26.279444
Hydrophiinae,Hydrophis,Hyd_lap,56.266667,27.033333
Hydrophiinae,Hydrophis,Hyd_lap,51,27
Hydrophiinae,Hydrophis,Hyd_lap,58,25
Hydrophiinae,Hydrophis,Hyd_mac,139.772397,-16.439765
Hydrophiinae,Hydrophis,Hyd_mac,140.36667,-16.65
Hydrophiinae,Hydrophis,Hyd_mac,141.13666,-16.55833
Hydrophiinae,Hydrophis,Hyd_mac,140.35333,-17.25
Hydrophiinae,Hydrophis,Hyd_mac,140.0285,-16.4435
Hydrophiinae,Hydrophis,Hyd_mac,140.88833,-15.525
Hydrophiinae,Hydrophis,Hyd_mac,140.9,-16.7167
Hydrophiinae,Hydrophis,Hyd_mac,141.55,-12.8333
Hydrophiinae,Hydrophis,Hyd_mac,140.216667,-11.9
Hydrophiinae,Hydrophis,Hyd_mac,140.7,-17.033333
Hydrophiinae,Hydrophis,Hyd_mac,138.21667,-15.9
Hydrophiinae,Hydrophis,Hyd_mac,137.7,-15.88333
Hydrophiinae,Hydrophis,Hyd_mac,137,-15.1333
Hydrophiinae,Hydrophis,Hyd_mac,139.35,-15.95
Hydrophiinae,Hydrophis,Hyd_mac,139.5,-16
Hydrophiinae,Hydrophis,Hyd_mac,138.55,-15.66667
Hydrophiinae,Hydrophis,Hyd_mac,139.516,-16.05
Hydrophiinae,Hydrophis,Hyd_mac,139.81666,-15.95
Hydrophiinae,Hydrophis,Hyd_mac,136.116,-14.733
Hydrophiinae,Hydrophis,Hyd_mac,137.43333,-15.13333
Hydrophiinae,Hydrophis,Hyd_mac,137.38333,-15.1
Hydrophiinae,Hydrophis,Hyd_mac,139.83333,-16.11666
Hydrophiinae,Hydrophis,Hyd_mac,140.11667,-16.13333
Hydrophiinae,Hydrophis,Hyd_mac,141.28666,-14.205
Hydrophiinae,Hydrophis,Hyd_mac,140.27833,-16.82
Hydrophiinae,Hydrophis,Hyd_mac,145.35,-15.28
Hydrophiinae,Hydrophis,Hyd_mac,153.55111,-28.53166
Hydrophiinae,Hydrophis,Hyd_mac,130.033,-13.166
Hydrophiinae,Hydrophis,Hyd_mac,138.55,-15.666
Hydrophiinae,Hydrophis,Hyd_mac,152.46744,-21.98189
Hydrophiinae,Hydrophis,Hyd_mac,141.05,-12.688333
Hydrophiinae,Hydrophis,Hyd_mac,143,-11
Hydrophiinae,Hydrophis,Hyd_mac,141.55,-12.883333
Hydrophiinae,Hydrophis,Hyd_mac,140.916667,-16.716667
Hydrophiinae,Hydrophis,Hyd_mac,122.244327,-17.951221
Hydrophiinae,Hydrophis,Hyd_mac,141.05,-16.68
Hydrophiinae,Hydrophis,Hyd_mac,137.95,-15.6175
Hydrophiinae,Hydrophis,Hyd_mac,130.817,-12.45
Hydrophiinae,Hydrophis,Hyd_mac,141.125,-15.2
Hydrophiinae,Hydrophis,Hyd_mac,136.7,-15.0667
Hydrophiinae,Hydrophis,Hyd_mac,128.416,-13.633
Hydrophiinae,Hydrophis,Hyd_mac,138.5,-15.66667
Hydrophiinae,Hydrophis,Hyd_mac,139.2,-15.866
Hydrophiinae,Hydrophis,Hyd_mac,138.4,-15.683
Hydrophiinae,Hydrophis,Hyd_mac,139.25,-15.966
Hydrophiinae,Hydrophis,Hyd_mac,138,-15.35
Hydrophiinae,Hydrophis,Hyd_mac,140.13333,-17.26667
Hydrophiinae,Hydrophis,Hyd_mac,143.75,-9.583
Hydrophiinae,Hydrophis,Hyd_mac,128.63333,-14.25
Hydrophiinae,Hydrophis,Hyd_mac,139.15,-15.8333
Hydrophiinae,Hydrophis,Hyd_mac,143.772,-9.592100001
Hydrophiinae,Hydrophis,Hyd_mac,129.6,-12.4
Hydrophiinae,Hydrophis,Hyd_mac,148.25,-20.05
Hydrophiinae,Hydrophis,Hyd_mac,140.5,-17.5
Hydrophiinae,Hydrophis,Hyd_mac,138.5,-15.666
Hydrophiinae,Hydrophis,Hyd_mac,140.435,-17.613
Hydrophiinae,Hydrophis,Hyd_mac,118.533333,-19.383333
Hydrophiinae,Hydrophis,Hyd_mac,152.45,-24.8
Hydrophiinae,Hydrophis,Hyd_mac,143.683333,-11.583333
Hydrophiinae,Hydrophis,Hyd_mac,146.666667,-18.5
Hydrophiinae,Hydrophis,Hyd_mac,153.066667,-27.316667
Hydrophiinae,Hydrophis,Hyd_mac,151.283333,-23.85
Hydrophiinae,Hydrophis,Hyd_maj,153.0188214,-25.92977498
Hydrophiinae,Hydrophis,Hyd_maj,153.0809945,-25.65638667
Hydrophiinae,Hydrophis,Hyd_maj,113.25,-25.75
Hydrophiinae,Hydrophis,Hyd_maj,113.5833,-24.9166
Hydrophiinae,Hydrophis,Hyd_maj,113.5,-24.8333
Hydrophiinae,Hydrophis,Hyd_maj,115.6333,-33.3167
Hydrophiinae,Hydrophis,Hyd_maj,113.0833,-25.8333
Hydrophiinae,Hydrophis,Hyd_maj,113.25,-24.5
Hydrophiinae,Hydrophis,Hyd_maj,113.6661,-26.52
Hydrophiinae,Hydrophis,Hyd_maj,114.566667,-28.783333
Hydrophiinae,Hydrophis,Hyd_maj,113.3833,-25.1666
Hydrophiinae,Hydrophis,Hyd_maj,140,-17
Hydrophiinae,Hydrophis,Hyd_maj,115.116667,-21.633333
Hydrophiinae,Hydrophis,Hyd_maj,122.2,-17.95
Hydrophiinae,Hydrophis,Hyd_maj,116.466667,-20.633333
Hydrophiinae,Hydrophis,Hyd_maj,139.44333,-16.02083
Hydrophiinae,Hydrophis,Hyd_maj,140.583,-16.966
Hydrophiinae,Hydrophis,Hyd_maj,141.30833,-14.46
Hydrophiinae,Hydrophis,Hyd_maj,141.49833,-12.79
Hydrophiinae,Hydrophis,Hyd_maj,140.70833,-16.72833
Hydrophiinae,Hydrophis,Hyd_maj,141.46667,-12.585
Hydrophiinae,Hydrophis,Hyd_maj,141.55,-12.61
Hydrophiinae,Hydrophis,Hyd_maj,141.433,-14.033
Hydrophiinae,Hydrophis,Hyd_maj,140.05667,-16.82833
Hydrophiinae,Hydrophis,Hyd_maj,141.483,-14.183
Hydrophiinae,Hydrophis,Hyd_maj,140.36667,-16.66667
Hydrophiinae,Hydrophis,Hyd_maj,141.16666,-14.13333
Hydrophiinae,Hydrophis,Hyd_maj,139.675835,-15.919165
Hydrophiinae,Hydrophis,Hyd_maj,136.471667,-14.42
Hydrophiinae,Hydrophis,Hyd_maj,141.545,-12.46666
Hydrophiinae,Hydrophis,Hyd_maj,140.33333,-16.97
Hydrophiinae,Hydrophis,Hyd_maj,140.75333,-16.67833
Hydrophiinae,Hydrophis,Hyd_maj,141.466667,-13.9
Hydrophiinae,Hydrophis,Hyd_maj,141.52,-12.535
Hydrophiinae,Hydrophis,Hyd_maj,141.55,-12.9
Hydrophiinae,Hydrophis,Hyd_maj,140.4833,-16.3333
Hydrophiinae,Hydrophis,Hyd_maj,139.7,-15.766667
Hydrophiinae,Hydrophis,Hyd_maj,139.616667,-16.066667
Hydrophiinae,Hydrophis,Hyd_maj,139.50543,-16.0804
Hydrophiinae,Hydrophis,Hyd_maj,139.616667,-15.75
Hydrophiinae,Hydrophis,Hyd_maj,139.616667,-15.716667
Hydrophiinae,Hydrophis,Hyd_maj,139.51667,-15.68333
Hydrophiinae,Hydrophis,Hyd_maj,139.7,-16.05
Hydrophiinae,Hydrophis,Hyd_maj,139.85,-15.98333
Hydrophiinae,Hydrophis,Hyd_maj,139.63333,-15.93333
Hydrophiinae,Hydrophis,Hyd_maj,139.58333,-15.95
Hydrophiinae,Hydrophis,Hyd_maj,138.81666,-15.36666
Hydrophiinae,Hydrophis,Hyd_maj,137.65,-15.5167
Hydrophiinae,Hydrophis,Hyd_maj,138.1,-15.673333
Hydrophiinae,Hydrophis,Hyd_maj,137.7307,-15.4759
Hydrophiinae,Hydrophis,Hyd_maj,138.233333,-15.8
Hydrophiinae,Hydrophis,Hyd_maj,138.1425,-15.763611
Hydrophiinae,Hydrophis,Hyd_maj,136.26193,-14.35831
Hydrophiinae,Hydrophis,Hyd_maj,136.9025,-14.70666
Hydrophiinae,Hydrophis,Hyd_maj,136.7067,-14.8233
Hydrophiinae,Hydrophis,Hyd_maj,136.7525,-14.67417
Hydrophiinae,Hydrophis,Hyd_maj,136.808056,-14.818889
Hydrophiinae,Hydrophis,Hyd_maj,136.3282,-14.4866
Hydrophiinae,Hydrophis,Hyd_maj,136.715,-14.6733
Hydrophiinae,Hydrophis,Hyd_maj,136.75,-14.8667
Hydrophiinae,Hydrophis,Hyd_maj,136.92833,-14.6875
Hydrophiinae,Hydrophis,Hyd_maj,136.9467,-14.6583
Hydrophiinae,Hydrophis,Hyd_maj,137.0833,-14.6
Hydrophiinae,Hydrophis,Hyd_maj,137.09167,-14.58916
Hydrophiinae,Hydrophis,Hyd_maj,137.1325,-14.75083
Hydrophiinae,Hydrophis,Hyd_maj,137.3667,-15.15
Hydrophiinae,Hydrophis,Hyd_maj,137.4075,-15.1725
Hydrophiinae,Hydrophis,Hyd_maj,137.47666,-15.29167
Hydrophiinae,Hydrophis,Hyd_maj,137.87,-15.675
Hydrophiinae,Hydrophis,Hyd_maj,138.56083,-15.37
Hydrophiinae,Hydrophis,Hyd_maj,138.62833,-15.41417
Hydrophiinae,Hydrophis,Hyd_maj,138.09167,-15.64416
Hydrophiinae,Hydrophis,Hyd_maj,136.12916,-14.325
Hydrophiinae,Hydrophis,Hyd_maj,136.7333,-13.25
Hydrophiinae,Hydrophis,Hyd_maj,136.78283,-11.8685
Hydrophiinae,Hydrophis,Hyd_maj,136.8,-13.2833
Hydrophiinae,Hydrophis,Hyd_maj,138.25,-15.9333
Hydrophiinae,Hydrophis,Hyd_maj,137.822,-15.6793
Hydrophiinae,Hydrophis,Hyd_maj,137.98491,-15.606
Hydrophiinae,Hydrophis,Hyd_maj,138.21667,-15.9
Hydrophiinae,Hydrophis,Hyd_maj,140.238056,-16.913056
Hydrophiinae,Hydrophis,Hyd_maj,137.05,-13.45
Hydrophiinae,Hydrophis,Hyd_maj,136.9467,-15.1567
Hydrophiinae,Hydrophis,Hyd_maj,130.45,-11.3
Hydrophiinae,Hydrophis,Hyd_maj,130.682391,-11.397177
Hydrophiinae,Hydrophis,Hyd_maj,131.1723762,-11.24717502
Hydrophiinae,Hydrophis,Hyd_maj,130.67118,-11.42858
Hydrophiinae,Hydrophis,Hyd_maj,130.65,-11.31667
Hydrophiinae,Hydrophis,Hyd_maj,136.7263,-13.07931
Hydrophiinae,Hydrophis,Hyd_maj,136.62691,-14.47975
Hydrophiinae,Hydrophis,Hyd_maj,136.1133,-14.24387
Hydrophiinae,Hydrophis,Hyd_maj,137.0333,-14.9
Hydrophiinae,Hydrophis,Hyd_maj,139.83981,-16.01707
Hydrophiinae,Hydrophis,Hyd_maj,139.979,-16.00842
Hydrophiinae,Hydrophis,Hyd_maj,139.5,-16.086
Hydrophiinae,Hydrophis,Hyd_maj,137.12083,-15.06416
Hydrophiinae,Hydrophis,Hyd_maj,136.8833,-15.1
Hydrophiinae,Hydrophis,Hyd_maj,139.74995,-16.09811
Hydrophiinae,Hydrophis,Hyd_maj,139.2182,-15.9137
Hydrophiinae,Hydrophis,Hyd_maj,139.64962,-16.1506
Hydrophiinae,Hydrophis,Hyd_maj,139.81252,-15.95049
Hydrophiinae,Hydrophis,Hyd_maj,138.80845,-16.48432
Hydrophiinae,Hydrophis,Hyd_maj,139.23493,-15.9882
Hydrophiinae,Hydrophis,Hyd_maj,139.49668,-16.08478
Hydrophiinae,Hydrophis,Hyd_maj,141.5826,-12.3094
Hydrophiinae,Hydrophis,Hyd_maj,139.75258,-16.06933
Hydrophiinae,Hydrophis,Hyd_maj,137.056,-15.131
Hydrophiinae,Hydrophis,Hyd_maj,137.2335,-15.07858
Hydrophiinae,Hydrophis,Hyd_maj,139.84963,-16.14821
Hydrophiinae,Hydrophis,Hyd_maj,139.62908,-15.41783
Hydrophiinae,Hydrophis,Hyd_maj,138.28773,-16.1077
Hydrophiinae,Hydrophis,Hyd_maj,127.87025,-14.0769
Hydrophiinae,Hydrophis,Hyd_maj,139.34333,-15.95583
Hydrophiinae,Hydrophis,Hyd_maj,127.77015,-14.0017
Hydrophiinae,Hydrophis,Hyd_maj,140.47833,-16.36666
Hydrophiinae,Hydrophis,Hyd_maj,127.7,-13.933
Hydrophiinae,Hydrophis,Hyd_maj,141.25833,-15.83333
Hydrophiinae,Hydrophis,Hyd_maj,141.5,-12.783
Hydrophiinae,Hydrophis,Hyd_maj,143.56617,-11.55133
Hydrophiinae,Hydrophis,Hyd_maj,143.47308,-11.70525
Hydrophiinae,Hydrophis,Hyd_maj,136.8,-11.78333
Hydrophiinae,Hydrophis,Hyd_maj,137.68333,-16.03333
Hydrophiinae,Hydrophis,Hyd_maj,136.7,-11.9
Hydrophiinae,Hydrophis,Hyd_maj,136.88333,-12.01666
Hydrophiinae,Hydrophis,Hyd_maj,138.05,-15.75
Hydrophiinae,Hydrophis,Hyd_maj,136.8667,-14.9
Hydrophiinae,Hydrophis,Hyd_maj,136.8833,-13.15
Hydrophiinae,Hydrophis,Hyd_maj,136.7667,-13.05
Hydrophiinae,Hydrophis,Hyd_maj,137.6167,-15.4333
Hydrophiinae,Hydrophis,Hyd_maj,137.5667,-15.4333
Hydrophiinae,Hydrophis,Hyd_maj,137.4833,-15.1
Hydrophiinae,Hydrophis,Hyd_maj,136.7667,-14.6167
Hydrophiinae,Hydrophis,Hyd_maj,136.7167,-14.65
Hydrophiinae,Hydrophis,Hyd_maj,138,-15.6333
Hydrophiinae,Hydrophis,Hyd_maj,136.0667,-14.5167
Hydrophiinae,Hydrophis,Hyd_maj,136.5,-14.5
Hydrophiinae,Hydrophis,Hyd_maj,136.7833,-14.9833
Hydrophiinae,Hydrophis,Hyd_maj,137.0667,-15.05
Hydrophiinae,Hydrophis,Hyd_maj,137.1833,-15.1
Hydrophiinae,Hydrophis,Hyd_maj,128.3333,-13.9
Hydrophiinae,Hydrophis,Hyd_maj,136.7667,-13.45
Hydrophiinae,Hydrophis,Hyd_maj,136.9,-15
Hydrophiinae,Hydrophis,Hyd_maj,136.8,-15.1333
Hydrophiinae,Hydrophis,Hyd_maj,138.2833,-16
Hydrophiinae,Hydrophis,Hyd_maj,136.7667,-15.05
Hydrophiinae,Hydrophis,Hyd_maj,137.7333,-15.7833
Hydrophiinae,Hydrophis,Hyd_maj,136.6833,-13.2333
Hydrophiinae,Hydrophis,Hyd_maj,137.4833,-15.3667
Hydrophiinae,Hydrophis,Hyd_maj,137.75,-15.45
Hydrophiinae,Hydrophis,Hyd_maj,136.7333,-12.9667
Hydrophiinae,Hydrophis,Hyd_maj,135.9333,-12.1167
Hydrophiinae,Hydrophis,Hyd_maj,138.18,-16.0133
Hydrophiinae,Hydrophis,Hyd_maj,136.6667,-15
Hydrophiinae,Hydrophis,Hyd_maj,136.65,-14.5667
Hydrophiinae,Hydrophis,Hyd_maj,137.45,-15.05
Hydrophiinae,Hydrophis,Hyd_maj,137.9,-15.7667
Hydrophiinae,Hydrophis,Hyd_maj,136.5167,-14.45
Hydrophiinae,Hydrophis,Hyd_maj,137.7833,-15.5
Hydrophiinae,Hydrophis,Hyd_maj,136.6683,-14.8967
Hydrophiinae,Hydrophis,Hyd_maj,136.8667,-14.7833
Hydrophiinae,Hydrophis,Hyd_maj,137.7167,-15.5
Hydrophiinae,Hydrophis,Hyd_maj,137.0167,-13.3667
Hydrophiinae,Hydrophis,Hyd_maj,136.9667,-15.05
Hydrophiinae,Hydrophis,Hyd_maj,128.0377,-13.7616
Hydrophiinae,Hydrophis,Hyd_maj,127.7167,-13.8833
Hydrophiinae,Hydrophis,Hyd_maj,136.85,-14.99
Hydrophiinae,Hydrophis,Hyd_maj,138.1833,-15.7
Hydrophiinae,Hydrophis,Hyd_maj,137.8783,-15.4617
Hydrophiinae,Hydrophis,Hyd_maj,136.1333,-14.5167
Hydrophiinae,Hydrophis,Hyd_maj,137,-15.1667
Hydrophiinae,Hydrophis,Hyd_maj,138.1333,-15.8667
Hydrophiinae,Hydrophis,Hyd_maj,138.9833,-15.1667
Hydrophiinae,Hydrophis,Hyd_maj,136.9833,-15.1667
Hydrophiinae,Hydrophis,Hyd_maj,137.0333,-14.9667
Hydrophiinae,Hydrophis,Hyd_maj,138,-15.683333
Hydrophiinae,Hydrophis,Hyd_maj,136.7667,-13.2167
Hydrophiinae,Hydrophis,Hyd_maj,136.9,-14.6333
Hydrophiinae,Hydrophis,Hyd_maj,136.8167,-13.5
Hydrophiinae,Hydrophis,Hyd_maj,137.3,-15.0667
Hydrophiinae,Hydrophis,Hyd_maj,137.5,-12.41667
Hydrophiinae,Hydrophis,Hyd_maj,128.483,-13.733
Hydrophiinae,Hydrophis,Hyd_maj,137.85,-15.91667
Hydrophiinae,Hydrophis,Hyd_maj,131.08333,-10.75
Hydrophiinae,Hydrophis,Hyd_maj,113.833,-25.333
Hydrophiinae,Hydrophis,Hyd_maj,136.71667,-13.5
Hydrophiinae,Hydrophis,Hyd_maj,141.28333,-13.96666
Hydrophiinae,Hydrophis,Hyd_maj,141.383,-13.833
Hydrophiinae,Hydrophis,Hyd_maj,136.216,-14.216
Hydrophiinae,Hydrophis,Hyd_maj,151.31666,-33.75
Hydrophiinae,Hydrophis,Hyd_maj,136.183,-14.333
Hydrophiinae,Hydrophis,Hyd_maj,166.45,-22.26667
Hydrophiinae,Hydrophis,Hyd_maj,139.83333,-16.11666
Hydrophiinae,Hydrophis,Hyd_maj,113.583333,-24.916667
Hydrophiinae,Hydrophis,Hyd_maj,113.383333,-25.166667
Hydrophiinae,Hydrophis,Hyd_maj,140.48,-16.96333
Hydrophiinae,Hydrophis,Hyd_maj,141.316,-14.016
Hydrophiinae,Hydrophis,Hyd_maj,141.35666,-14.07
Hydrophiinae,Hydrophis,Hyd_maj,140.46167,-16.67333
Hydrophiinae,Hydrophis,Hyd_maj,140.27833,-16.82
Hydrophiinae,Hydrophis,Hyd_maj,153.084114,-25.581876
Hydrophiinae,Hydrophis,Hyd_maj,153.0762089,-25.68560916
Hydrophiinae,Hydrophis,Hyd_maj,132.15,-11.27
Hydrophiinae,Hydrophis,Hyd_maj,136.680556,-13.363056
Hydrophiinae,Hydrophis,Hyd_maj,136.851164,-13.548561
Hydrophiinae,Hydrophis,Hyd_maj,136.6511626,-12.8485652
Hydrophiinae,Hydrophis,Hyd_maj,136.013333,-13.921667
Hydrophiinae,Hydrophis,Hyd_maj,136.351172,-14.14856096
Hydrophiinae,Hydrophis,Hyd_maj,137.4333,-15.1683
Hydrophiinae,Hydrophis,Hyd_maj,136.2589,-14.3176
Hydrophiinae,Hydrophis,Hyd_maj,138.951157,-16.448538
Hydrophiinae,Hydrophis,Hyd_maj,137.178333,-14.79
Hydrophiinae,Hydrophis,Hyd_maj,138.451162,-16.448541
Hydrophiinae,Hydrophis,Hyd_maj,138.451163,-16.54854085
Hydrophiinae,Hydrophis,Hyd_maj,113.2,-25.42
Hydrophiinae,Hydrophis,Hyd_maj,153.616,-28.683
Hydrophiinae,Hydrophis,Hyd_maj,141.25,-13.916
Hydrophiinae,Hydrophis,Hyd_maj,141.466,-12.583
Hydrophiinae,Hydrophis,Hyd_maj,137.433,-13.383
Hydrophiinae,Hydrophis,Hyd_maj,136.766,-13.416
Hydrophiinae,Hydrophis,Hyd_maj,153.55,-28.533
Hydrophiinae,Hydrophis,Hyd_maj,137.5,-12.416
Hydrophiinae,Hydrophis,Hyd_maj,139.283333,-15.916667
Hydrophiinae,Hydrophis,Hyd_maj,136.45055,-14.416
Hydrophiinae,Hydrophis,Hyd_maj,140.116667,-16.9
Hydrophiinae,Hydrophis,Hyd_maj,136.4,-14.3
Hydrophiinae,Hydrophis,Hyd_maj,131,-10.93
Hydrophiinae,Hydrophis,Hyd_maj,145.282778,-15.324444
Hydrophiinae,Hydrophis,Hyd_maj,153.116667,-25.6
Hydrophiinae,Hydrophis,Hyd_maj,153.166667,-25.433333
Hydrophiinae,Hydrophis,Hyd_maj,153.067449,-25.76521
Hydrophiinae,Hydrophis,Hyd_maj,138.5,-16.366667
Hydrophiinae,Hydrophis,Hyd_maj,139.675,-15.905
Hydrophiinae,Hydrophis,Hyd_maj,139.666667,-15.733333
Hydrophiinae,Hydrophis,Hyd_maj,153.084114,-25.731876
Hydrophiinae,Hydrophis,Hyd_maj,143.95,-11.916667
Hydrophiinae,Hydrophis,Hyd_maj,152.483333,-24.85
Hydrophiinae,Hydrophis,Hyd_maj,145.666667,-16.5
Hydrophiinae,Hydrophis,Hyd_maj,153.1,-27.35
Hydrophiinae,Hydrophis,Hyd_maj,151.35,-23.933333
Hydrophiinae,Hydrophis,Hyd_maj,153.333333,-27.416667
Hydrophiinae,Hydrophis,Hyd_maj,152.283333,-24.716667
Hydrophiinae,Hydrophis,Hyd_maj,153.183333,-25.933333
Hydrophiinae,Hydrophis,Hyd_maj,152.45,-24.816667
Hydrophiinae,Hydrophis,Hyd_maj,148.88,-20.0463
Hydrophiinae,Hydrophis,Hyd_maj,149.81854,-10.422811
Hydrophiinae,Hydrophis,Hyd_maj,114.2939,-22.0153
Hydrophiinae,Hydrophis,Hyd_maj,114.048801,-25.916826
Hydrophiinae,Hydrophis,Hyd_maj,113.3333,-24.6666
Hydrophiinae,Hydrophis,Hyd_maj,113.2,-24.7333
Hydrophiinae,Hydrophis,Hyd_maj,113.1,-25.15
Hydrophiinae,Hydrophis,Hyd_maj,114.4167,-21.7167
Hydrophiinae,Hydrophis,Hyd_maj,113.7,-25.8
Hydrophiinae,Hydrophis,Hyd_maj,113.133333,-24.866667
Hydrophiinae,Hydrophis,Hyd_maj,115.5833,-20.5166
Hydrophiinae,Hydrophis,Hyd_maj,114.016667,-25.85
Hydrophiinae,Hydrophis,Hyd_maj,113.6483,-25.7322
Hydrophiinae,Hydrophis,Hyd_maj,113.731944,-25.746389
Hydrophiinae,Hydrophis,Hyd_maj,152.838432,-31.612201
Hydrophiinae,Hydrophis,Hyd_maj,137.92334,-15.05667
Hydrophiinae,Hydrophis,Hyd_maj,140.25666,-17.52833
Hydrophiinae,Hydrophis,Hyd_maj,140.183,-17.35
Hydrophiinae,Hydrophis,Hyd_maj,140.62666,-17.29167
Hydrophiinae,Hydrophis,Hyd_maj,140.91,-17.03333
Hydrophiinae,Hydrophis,Hyd_maj,143.064175,-10.24417
Hydrophiinae,Hydrophis,Hyd_maj,137.916665,-15.06917
Hydrophiinae,Hydrophis,Hyd_maj,141.07283,-16.25001
Hydrophiinae,Hydrophis,Hyd_maj,141.24667,-15.17667
Hydrophiinae,Hydrophis,Hyd_maj,136.9833,-15.7
Hydrophiinae,Hydrophis,Hyd_maj,137.703611,-15.415
Hydrophiinae,Hydrophis,Hyd_maj,137.595,-15.152
Hydrophiinae,Hydrophis,Hyd_maj,137.1125,-14.02583
Hydrophiinae,Hydrophis,Hyd_maj,137.091667,-14.568333
Hydrophiinae,Hydrophis,Hyd_maj,137.0975,-13.93883
Hydrophiinae,Hydrophis,Hyd_maj,137.5275,-15.27833
Hydrophiinae,Hydrophis,Hyd_maj,137.0333,-13.9667
Hydrophiinae,Hydrophis,Hyd_maj,136.96,-13.935
Hydrophiinae,Hydrophis,Hyd_maj,138.413333,-15.73
Hydrophiinae,Hydrophis,Hyd_maj,138.41833,-15.725
Hydrophiinae,Hydrophis,Hyd_maj,136.48333,-14.95833
Hydrophiinae,Hydrophis,Hyd_maj,136.91666,-12.13333
Hydrophiinae,Hydrophis,Hyd_maj,137.101111,-13.913889
Hydrophiinae,Hydrophis,Hyd_maj,136.9975,-14.062
Hydrophiinae,Hydrophis,Hyd_maj,138.4135,-15.82483
Hydrophiinae,Hydrophis,Hyd_maj,136.644,-15.0898
Hydrophiinae,Hydrophis,Hyd_maj,137,-14.033
Hydrophiinae,Hydrophis,Hyd_maj,137.0027,-14.093
Hydrophiinae,Hydrophis,Hyd_maj,137.55,-15.16667
Hydrophiinae,Hydrophis,Hyd_maj,136.6333,-15.05
Hydrophiinae,Hydrophis,Hyd_maj,140.18537,-16.13893
Hydrophiinae,Hydrophis,Hyd_maj,140.29898,-17.40721
Hydrophiinae,Hydrophis,Hyd_maj,137.53642,-13.74758
Hydrophiinae,Hydrophis,Hyd_maj,148.966667,-20.833333
Hydrophiinae,Hydrophis,Hyd_maj,141.35833,-14.80833
Hydrophiinae,Hydrophis,Hyd_maj,143.00083,-11.8175
Hydrophiinae,Hydrophis,Hyd_maj,127.23333,-13.78333
Hydrophiinae,Hydrophis,Hyd_maj,136.5667,-14.6167
Hydrophiinae,Hydrophis,Hyd_maj,136.6333,-14.8667
Hydrophiinae,Hydrophis,Hyd_maj,136.7333,-15.4667
Hydrophiinae,Hydrophis,Hyd_maj,136.7333,-14.5667
Hydrophiinae,Hydrophis,Hyd_maj,137.3,-14.0833
Hydrophiinae,Hydrophis,Hyd_maj,137.2667,-15.4833
Hydrophiinae,Hydrophis,Hyd_maj,127.1333,-13.8
Hydrophiinae,Hydrophis,Hyd_maj,127.3167,-13.7667
Hydrophiinae,Hydrophis,Hyd_maj,137.08,-14.5633
Hydrophiinae,Hydrophis,Hyd_maj,137.55,-15.1167
Hydrophiinae,Hydrophis,Hyd_maj,138.3333,-15.3667
Hydrophiinae,Hydrophis,Hyd_maj,136.633,-13.283
Hydrophiinae,Hydrophis,Hyd_maj,137.63,-15.3817
Hydrophiinae,Hydrophis,Hyd_maj,136.65,-14.6833
Hydrophiinae,Hydrophis,Hyd_maj,136.6,-14.6
